ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
SYR,"Syracuse, NY",FLL,"Fort Lauderdale, FL"
SYR,"Syracuse, NY",SRQ,"Sarasota/Bradenton, FL"
SYR,"Syracuse, NY",PGD,"Punta Gorda, FL"
SYR,"Syracuse, NY",CLT,"Charlotte, NC"
SYR,"Syracuse, NY",CLT,"Charlotte, NC"
SYR,"Syracuse, NY",DFW,"Dallas/Fort Worth, TX"
SYR,"Syracuse, NY",CLT,"Charlotte, NC"
SYR,"Syracuse, NY",ORD,"Chicago, IL"
SYR,"Syracuse, NY",ORD,"Chicago, IL"
SYR,"Syracuse, NY",IAD,"Washington, DC"
SYR,"Syracuse, NY",IAD,"Washington, DC"
SYR,"Syracuse, NY",SDF,"Louisville, KY"
SYR,"Syracuse, NY",CLE,"Cleveland, OH"
SYR,"Syracuse, NY",BUF,"Buffalo, NY"
SYR,"Syracuse, NY",PHL,"Philadelphia, PA"
SYR,"Syracuse, NY",SDF,"Louisville, KY"
SYR,"Syracuse, NY",ALB,"Albany, NY"
SYR,"Syracuse, NY",BUF,"Buffalo, NY"
SYR,"Syracuse, NY",MHT,"Manchester, NH"
SYR,"Syracuse, NY",MIA,"Miami, FL"
SYR,"Syracuse, NY",DCA,"Washington, DC"
SYR,"Syracuse, NY",APF,"Naples, FL"
SYR,"Syracuse, NY",RDU,"Raleigh/Durham, NC"
SYR,"Syracuse, NY",CLT,"Charlotte, NC"
SYR,"Syracuse, NY",DCA,"Washington, DC"
SYR,"Syracuse, NY",DCA,"Washington, DC"
SYR,"Syracuse, NY",INT,"Winston-Salem, NC"
T4X,"Llano, TX",BNA,"Nashville, TN"
TAL,"Tanana, AK",SVS,"Stevens Village, AK"
TAL,"Tanana, AK",RBY,"Ruby, AK"
TAL,"Tanana, AK",HSL,"Huslia, AK"
TAL,"Tanana, AK",LMA,"Lake Minchumina, AK"
TAL,"Tanana, AK",FAI,"Fairbanks, AK"
TAL,"Tanana, AK",FAI,"Fairbanks, AK"
TAL,"Tanana, AK",HUS,"Hughes, AK"
TBN,"Fort Leonard Wood, MO",ORD,"Chicago, IL"
TCL,"Tuscaloosa, AL",TYS,"Knoxville, TN"
TCL,"Tuscaloosa, AL",OMA,"Omaha, NE"
TCL,"Tuscaloosa, AL",BTR,"Baton Rouge, LA"
TCL,"Tuscaloosa, AL",COU,"Columbia, MO"
TCL,"Tuscaloosa, AL",GNV,"Gainesville, FL"
TCL,"Tuscaloosa, AL",PVD,"Providence, RI"
TCL,"Tuscaloosa, AL",TUL,"Tulsa, OK"
TCL,"Tuscaloosa, AL",AHN,"Athens, GA"
TCL,"Tuscaloosa, AL",DSM,"Des Moines, IA"
TCL,"Tuscaloosa, AL",TUP,"Tupelo, MS"
TCL,"Tuscaloosa, AL",COU,"Columbia, MO"
TCL,"Tuscaloosa, AL",ATL,"Atlanta, GA"
TCL,"Tuscaloosa, AL",GNV,"Gainesville, FL"
TCL,"Tuscaloosa, AL",ATL,"Atlanta, GA"
TCL,"Tuscaloosa, AL",LRD,"Laredo, TX"
TCL,"Tuscaloosa, AL",YIP,"Detroit, MI"
TCL,"Tuscaloosa, AL",ACT,"Waco, TX"
TCM,"Tacoma, WA",RIV,"Riverside, CA"
TCM,"Tacoma, WA",BIF,"El Paso, TX"
TCM,"Tacoma, WA",RIV,"Riverside, CA"
TCM,"Tacoma, WA",RIV,"Riverside, CA"
TCT,"Takotna, AK",MCG,"McGrath, AK"
TCT,"Takotna, AK",MRI,"Anchorage, AK"
TEB,"Teterboro, NJ",ACK,"Nantucket, MA"
TEB,"Teterboro, NJ",QMA,"Kennesaw, GA"
TEB,"Teterboro, NJ",SDF,"Louisville, KY"
TEB,"Teterboro, NJ",BIS,"Bismarck/Mandan, ND"
TEB,"Teterboro, NJ",MIA,"Miami, FL"
TEB,"Teterboro, NJ",OPF,"Miami, FL"
TEB,"Teterboro, NJ",SJC,"San Jose, CA"
TEB,"Teterboro, NJ",FLL,"Fort Lauderdale, FL"
TEB,"Teterboro, NJ",PHX,"Phoenix, AZ"
TEB,"Teterboro, NJ",MDW,"Chicago, IL"
TEB,"Teterboro, NJ",RIL,"Rifle, CO"
TEB,"Teterboro, NJ",BCT,"Boca Raton, FL"
TEB,"Teterboro, NJ",NUQ,"Mountain View, CA"
TEB,"Teterboro, NJ",APF,"Naples, FL"
TEB,"Teterboro, NJ",MIA,"Miami, FL"
TEB,"Teterboro, NJ",TTN,"Trenton, NJ"
TEB,"Teterboro, NJ",PNE,"Philadelphia, PA"
TEB,"Teterboro, NJ",PA8,"Collegeville, PA"
TEB,"Teterboro, NJ",JRA,"New York, NY"
TEB,"Teterboro, NJ",WKV,"Philadelphia, PA"
TEB,"Teterboro, NJ",TSS,"New York, NY"
TEB,"Teterboro, NJ",OPF,"Miami, FL"
TEB,"Teterboro, NJ",UGN,"Waukegan, IL"
TEB,"Teterboro, NJ",APF,"Naples, FL"
TEB,"Teterboro, NJ",OXC,"Waterbury, CT"
TEB,"Teterboro, NJ",MDW,"Chicago, IL"
TEB,"Teterboro, NJ",VNY,"Van Nuys, CA"
TEB,"Teterboro, NJ",SJC,"San Jose, CA"
TEB,"Teterboro, NJ",OPF,"Miami, FL"
TEB,"Teterboro, NJ",FLL,"Fort Lauderdale, FL"
TEB,"Teterboro, NJ",HPN,"White Plains, NY"
TEB,"Teterboro, NJ",PBI,"West Palm Beach/Palm Beach, FL"
TEB,"Teterboro, NJ",HOU,"Houston, TX"
TEB,"Teterboro, NJ",VRB,"Vero Beach, FL"
TEB,"Teterboro, NJ",AGS,"Augusta, GA"
TEB,"Teterboro, NJ",HPN,"White Plains, NY"
TEB,"Teterboro, NJ",BZN,"Bozeman, MT"
TEB,"Teterboro, NJ",VNY,"Van Nuys, CA"
TEB,"Teterboro, NJ",PBI,"West Palm Beach/Palm Beach, FL"
TEB,"Teterboro, NJ",EWR,"Newark, NJ"
TEB,"Teterboro, NJ",OPF,"Miami, FL"
TEB,"Teterboro, NJ",SAN,"San Diego, CA"
TEB,"Teterboro, NJ",UTM,"Tunica, MS"
TEB,"Teterboro, NJ",ACY,"Atlantic City, NJ"
TEB,"Teterboro, NJ",HHH,"Hilton Head, SC"
TEB,"Teterboro, NJ",BED,"Bedford, MA"
TEB,"Teterboro, NJ",HPN,"White Plains, NY"
TEB,"Teterboro, NJ",VNY,"Van Nuys, CA"
TEB,"Teterboro, NJ",PDK,"Atlanta, GA"
TEB,"Teterboro, NJ",NUQ,"Mountain View, CA"
TEB,"Teterboro, NJ",ASE,"Aspen, CO"
TEB,"Teterboro, NJ",ICT,"Wichita, KS"
TEB,"Teterboro, NJ",PBI,"West Palm Beach/Palm Beach, FL"
TEB,"Teterboro, NJ",SCK,"Stockton, CA"
TEB,"Teterboro, NJ",ILM,"Wilmington, NC"
TEB,"Teterboro, NJ",BAF,"Westfield, MA"
TEB,"Teterboro, NJ",APF,"Naples, FL"
TEB,"Teterboro, NJ",IAD,"Washington, DC"
TEB,"Teterboro, NJ",ACY,"Atlantic City, NJ"
TEB,"Teterboro, NJ",MMU,"Morristown, NJ"
TEB,"Teterboro, NJ",HPN,"White Plains, NY"
TEB,"Teterboro, NJ",VNY,"Van Nuys, CA"
TEB,"Teterboro, NJ",OPF,"Miami, FL"
TEK,"Tatitlek, AK",ANC,"Anchorage, AK"
TEK,"Tatitlek, AK",NCN,"Chenega, AK"
TEK,"Tatitlek, AK",MRI,"Anchorage, AK"
TEK,"Tatitlek, AK",MRI,"Anchorage, AK"
TEX,"Telluride, CO",DEN,"Denver, CO"
TEX,"Telluride, CO",PHX,"Phoenix, AZ"
TEX,"Telluride, CO",SJC,"San Jose, CA"
TEX,"Telluride, CO",PRC,"Prescott, AZ"
TIQ,"Tinian, TT",SPN,"Saipan, TT"
TIQ,"Tinian, TT",SPN,"Saipan, TT"
TIQ,"Tinian, TT",SPN,"Saipan, TT"
TIQ,"Tinian, TT",SPN,"Saipan, TT"
TIQ,"Tinian, TT",GUM,"Guam, TT"
TKE,"Tenakee, AK",AGN,"Angoon, AK"
TKE,"Tenakee, AK",JNU,"Juneau, AK"
TKF,"Truckee, CA",SQL,"San Carlos, CA"
TKI,"Tokeen, AK",MRY,"Monterey, CA"
TKJ,"Tok, AK",CZN,"Chisana, AK"
TKJ,"Tok, AK",FAI,"Fairbanks, AK"
TKJ,"Tok, AK",HKB,"Healy, AK"
TKJ,"Tok, AK",CKX,"Chicken, AK"
TKJ,"Tok, AK",HKB,"Healy, AK"
TLA,"Teller, AK",OME,"Nome, AK"
TLA,"Teller, AK",SHH,"Shishmaref, AK"
TLA,"Teller, AK",WAA,"Wales, AK"
TLA,"Teller, AK",KTS,"Brevig Mission, AK"
TLA,"Teller, AK",TNC,"Tin City, AK"
TLA,"Teller, AK",OME,"Nome, AK"
TLA,"Teller, AK",GAM,"Gambell, AK"
TLA,"Teller, AK",OME,"Nome, AK"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",MIA,"Miami, FL"
TLH,"Tallahassee, FL",GSP,"Greer, SC"
TLH,"Tallahassee, FL",CHO,"Charlottesville, VA"
TLH,"Tallahassee, FL",SYR,"Syracuse, NY"
TLH,"Tallahassee, FL",GNV,"Gainesville, FL"
TLH,"Tallahassee, FL",SBN,"South Bend, IN"
TLH,"Tallahassee, FL",SCE,"State College, PA"
TLH,"Tallahassee, FL",RDU,"Raleigh/Durham, NC"
TLH,"Tallahassee, FL",PIT,"Pittsburgh, PA"
TLH,"Tallahassee, FL",TLH,"Tallahassee, FL"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",SDF,"Louisville, KY"
TLH,"Tallahassee, FL",SAT,"San Antonio, TX"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",CLT,"Charlotte, NC"
TLH,"Tallahassee, FL",TPA,"Tampa, FL"
TLH,"Tallahassee, FL",FLL,"Fort Lauderdale, FL"
TLH,"Tallahassee, FL",FLL,"Fort Lauderdale, FL"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",ATL,"Atlanta, GA"
TLH,"Tallahassee, FL",RDU,"Raleigh/Durham, NC"
TLH,"Tallahassee, FL",MCO,"Orlando, FL"
TLH,"Tallahassee, FL",MEM,"Memphis, TN"
TLH,"Tallahassee, FL",BHM,"Birmingham, AL"
TLH,"Tallahassee, FL",ECP,"Panama City, FL"
TLH,"Tallahassee, FL",DFW,"Dallas/Fort Worth, TX"
TLH,"Tallahassee, FL",MIA,"Miami, FL"
TLH,"Tallahassee, FL",DFW,"Dallas/Fort Worth, TX"
TLH,"Tallahassee, FL",MIA,"Miami, FL"
TLH,"Tallahassee, FL",INT,"Winston-Salem, NC"
TLH,"Tallahassee, FL",CLT,"Charlotte, NC"
TLH,"Tallahassee, FL",CLT,"Charlotte, NC"
TLH,"Tallahassee, FL",DCA,"Washington, DC"
TLJ,"Tatalina, AK",MCG,"McGrath, AK"
TLT,"Tuluksak, AK",BET,"Bethel, AK"
TLT,"Tuluksak, AK",KKI,"Akiachak, AK"
TLT,"Tuluksak, AK",KWT,"Kwethluk, AK"
TLT,"Tuluksak, AK",AKI,"Akiak, AK"
TLT,"Tuluksak, AK",BET,"Bethel, AK"
TLT,"Tuluksak, AK",KWT,"Kwethluk, AK"
TLT,"Tuluksak, AK",AKI,"Akiak, AK"
TLT,"Tuluksak, AK",BET,"Bethel, AK"
TLT,"Tuluksak, AK",KWT,"Kwethluk, AK"
TLT,"Tuluksak, AK",AKI,"Akiak, AK"
TLT,"Tuluksak, AK",BET,"Bethel, AK"
TLT,"Tuluksak, AK",BET,"Bethel, AK"
TN8,"Nashville, TN",MQY,"Smyrna, TN"
TN8,"Nashville, TN",IND,"Indianapolis, IN"
TN8,"Nashville, TN",MQY,"Smyrna, TN"
TN8,"Nashville, TN",DSI,"Destin, FL"
TNC,"Tin City, AK",OME,"Nome, AK"
TNC,"Tin City, AK",WAA,"Wales, AK"
TNC,"Tin City, AK",KTS,"Brevig Mission, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",KSM,"St. Mary's, AK"
TNK,"Tununak, AK",NME,"Nightmute, AK"
TNK,"Tununak, AK",OOK,"Toksook, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",WWT,"Newtok, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",NME,"Nightmute, AK"
TNK,"Tununak, AK",OOK,"Toksook, AK"
TNK,"Tununak, AK",WWT,"Newtok, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",NME,"Nightmute, AK"
TNK,"Tununak, AK",WWT,"Newtok, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",OOK,"Toksook, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TNK,"Tununak, AK",BET,"Bethel, AK"
TOG,"Togiak, AK",BET,"Bethel, AK"
TOG,"Togiak, AK",ANC,"Anchorage, AK"
TOG,"Togiak, AK",DLG,"Dillingham, AK"
TOG,"Togiak, AK",CLP,"Clarks Point, AK"
TOG,"Togiak, AK",TWA,"Twin Hills, AK"
TOG,"Togiak, AK",DLG,"Dillingham, AK"
TOG,"Togiak, AK",DLG,"Dillingham, AK"
TOL,"Toledo, OH",SAT,"San Antonio, TX"
TOL,"Toledo, OH",LRD,"Laredo, TX"
TOL,"Toledo, OH",SBN,"South Bend, IN"
TOL,"Toledo, OH",RIC,"Richmond, VA"
TOL,"Toledo, OH",AEX,"Alexandria, LA"
TOL,"Toledo, OH",RIC,"Richmond, VA"
TOL,"Toledo, OH",ICT,"Wichita, KS"
TOL,"Toledo, OH",YIP,"Detroit, MI"
TOL,"Toledo, OH",YIP,"Detroit, MI"
TOL,"Toledo, OH",SFB,"Sanford, FL"
TOL,"Toledo, OH",PIE,"St. Petersburg, FL"
TOL,"Toledo, OH",SFB,"Sanford, FL"
TOL,"Toledo, OH",PIE,"St. Petersburg, FL"
TOL,"Toledo, OH",PGD,"Punta Gorda, FL"
TOL,"Toledo, OH",PTK,"Pontiac, MI"
TOL,"Toledo, OH",DTW,"Detroit, MI"
TOL,"Toledo, OH",GPT,"Gulfport/Biloxi, MS"
TOL,"Toledo, OH",LAL,"Lakeland, FL"
TOL,"Toledo, OH",AFW,"Dallas/Fort Worth, TX"
TOL,"Toledo, OH",ORD,"Chicago, IL"
TOL,"Toledo, OH",LRD,"Laredo, TX"
TOL,"Toledo, OH",SBA,"Santa Barbara, CA"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",SEA,"Seattle, WA"
TPA,"Tampa, FL",PDX,"Portland, OR"
TPA,"Tampa, FL",LAX,"Los Angeles, CA"
TPA,"Tampa, FL",SFO,"San Francisco, CA"
TPA,"Tampa, FL",SEA,"Seattle, WA"
TPA,"Tampa, FL",PDX,"Portland, OR"
TPA,"Tampa, FL",LAX,"Los Angeles, CA"
TPA,"Tampa, FL",SFO,"San Francisco, CA"
TPA,"Tampa, FL",EWR,"Newark, NJ"
TPA,"Tampa, FL",PVD,"Providence, RI"
TPA,"Tampa, FL",BDL,"Hartford, CT"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",HPN,"White Plains, NY"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",SJU,"San Juan, PR"
TPA,"Tampa, FL",JFK,"New York, NY"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",JFK,"New York, NY"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",JFK,"New York, NY"
TPA,"Tampa, FL",RIC,"Richmond, VA"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",CLE,"Cleveland, OH"
TPA,"Tampa, FL",CVG,"Cincinnati, OH"
TPA,"Tampa, FL",BUF,"Buffalo, NY"
TPA,"Tampa, FL",ORD,"Chicago, IL"
TPA,"Tampa, FL",STL,"St. Louis, MO"
TPA,"Tampa, FL",SAT,"San Antonio, TX"
TPA,"Tampa, FL",IAH,"Houston, TX"
TPA,"Tampa, FL",CMH,"Columbus, OH"
TPA,"Tampa, FL",DEN,"Denver, CO"
TPA,"Tampa, FL",SLC,"Salt Lake City, UT"
TPA,"Tampa, FL",LAS,"Las Vegas, NV"
TPA,"Tampa, FL",BWI,"Baltimore, MD"
TPA,"Tampa, FL",MKE,"Milwaukee, WI"
TPA,"Tampa, FL",MEM,"Memphis, TN"
TPA,"Tampa, FL",IND,"Indianapolis, IN"
TPA,"Tampa, FL",BHM,"Birmingham, AL"
TPA,"Tampa, FL",DAL,"Dallas, TX"
TPA,"Tampa, FL",ISP,"Islip, NY"
TPA,"Tampa, FL",RDU,"Raleigh/Durham, NC"
TPA,"Tampa, FL",HOU,"Houston, TX"
TPA,"Tampa, FL",PHL,"Philadelphia, PA"
TPA,"Tampa, FL",PVD,"Providence, RI"
TPA,"Tampa, FL",MSY,"New Orleans, LA"
TPA,"Tampa, FL",PIT,"Pittsburgh, PA"
TPA,"Tampa, FL",BDL,"Hartford, CT"
TPA,"Tampa, FL",BNA,"Nashville, TN"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",FLL,"Fort Lauderdale, FL"
TPA,"Tampa, FL",PHX,"Phoenix, AZ"
TPA,"Tampa, FL",SJU,"San Juan, PR"
TPA,"Tampa, FL",AUS,"Austin, TX"
TPA,"Tampa, FL",MDW,"Chicago, IL"
TPA,"Tampa, FL",MCI,"Kansas City, MO"
TPA,"Tampa, FL",DCA,"Washington, DC"
TPA,"Tampa, FL",RSW,"Fort Myers, FL"
TPA,"Tampa, FL",MCO,"Orlando, FL"
TPA,"Tampa, FL",MHT,"Manchester, NH"
TPA,"Tampa, FL",ROC,"Rochester, NY"
TPA,"Tampa, FL",SDF,"Louisville, KY"
TPA,"Tampa, FL",GRR,"Grand Rapids, MI"
TPA,"Tampa, FL",ALB,"Albany, NY"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",CVG,"Cincinnati, OH"
TPA,"Tampa, FL",BUF,"Buffalo, NY"
TPA,"Tampa, FL",STL,"St. Louis, MO"
TPA,"Tampa, FL",SAT,"San Antonio, TX"
TPA,"Tampa, FL",CMH,"Columbus, OH"
TPA,"Tampa, FL",DEN,"Denver, CO"
TPA,"Tampa, FL",LAS,"Las Vegas, NV"
TPA,"Tampa, FL",BWI,"Baltimore, MD"
TPA,"Tampa, FL",MKE,"Milwaukee, WI"
TPA,"Tampa, FL",IND,"Indianapolis, IN"
TPA,"Tampa, FL",BHM,"Birmingham, AL"
TPA,"Tampa, FL",DAL,"Dallas, TX"
TPA,"Tampa, FL",RDU,"Raleigh/Durham, NC"
TPA,"Tampa, FL",HOU,"Houston, TX"
TPA,"Tampa, FL",PVD,"Providence, RI"
TPA,"Tampa, FL",MSY,"New Orleans, LA"
TPA,"Tampa, FL",PIT,"Pittsburgh, PA"
TPA,"Tampa, FL",BDL,"Hartford, CT"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",PHX,"Phoenix, AZ"
TPA,"Tampa, FL",AUS,"Austin, TX"
TPA,"Tampa, FL",MDW,"Chicago, IL"
TPA,"Tampa, FL",MCI,"Kansas City, MO"
TPA,"Tampa, FL",RSW,"Fort Myers, FL"
TPA,"Tampa, FL",MHT,"Manchester, NH"
TPA,"Tampa, FL",OKC,"Oklahoma City, OK"
TPA,"Tampa, FL",CLE,"Cleveland, OH"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",ORD,"Chicago, IL"
TPA,"Tampa, FL",STL,"St. Louis, MO"
TPA,"Tampa, FL",IAH,"Houston, TX"
TPA,"Tampa, FL",CMH,"Columbus, OH"
TPA,"Tampa, FL",EWR,"Newark, NJ"
TPA,"Tampa, FL",LAS,"Las Vegas, NV"
TPA,"Tampa, FL",CAK,"Akron, OH"
TPA,"Tampa, FL",BWI,"Baltimore, MD"
TPA,"Tampa, FL",MKE,"Milwaukee, WI"
TPA,"Tampa, FL",ACY,"Atlantic City, NJ"
TPA,"Tampa, FL",LBE,"Latrobe, PA"
TPA,"Tampa, FL",IND,"Indianapolis, IN"
TPA,"Tampa, FL",PHL,"Philadelphia, PA"
TPA,"Tampa, FL",MSY,"New Orleans, LA"
TPA,"Tampa, FL",PIT,"Pittsburgh, PA"
TPA,"Tampa, FL",DFW,"Dallas/Fort Worth, TX"
TPA,"Tampa, FL",BDL,"Hartford, CT"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",FLL,"Fort Lauderdale, FL"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",SJU,"San Juan, PR"
TPA,"Tampa, FL",MCI,"Kansas City, MO"
TPA,"Tampa, FL",MHT,"Manchester, NH"
TPA,"Tampa, FL",SDF,"Louisville, KY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",CLE,"Cleveland, OH"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",ORD,"Chicago, IL"
TPA,"Tampa, FL",STL,"St. Louis, MO"
TPA,"Tampa, FL",IAH,"Houston, TX"
TPA,"Tampa, FL",CMH,"Columbus, OH"
TPA,"Tampa, FL",EWR,"Newark, NJ"
TPA,"Tampa, FL",LAS,"Las Vegas, NV"
TPA,"Tampa, FL",CAK,"Akron, OH"
TPA,"Tampa, FL",BWI,"Baltimore, MD"
TPA,"Tampa, FL",MSP,"Minneapolis, MN"
TPA,"Tampa, FL",ACY,"Atlantic City, NJ"
TPA,"Tampa, FL",IND,"Indianapolis, IN"
TPA,"Tampa, FL",PHL,"Philadelphia, PA"
TPA,"Tampa, FL",MSY,"New Orleans, LA"
TPA,"Tampa, FL",PIT,"Pittsburgh, PA"
TPA,"Tampa, FL",DFW,"Dallas/Fort Worth, TX"
TPA,"Tampa, FL",BDL,"Hartford, CT"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",SJU,"San Juan, PR"
TPA,"Tampa, FL",MCI,"Kansas City, MO"
TPA,"Tampa, FL",MHT,"Manchester, NH"
TPA,"Tampa, FL",XNA,"Fayetteville, AR"
TPA,"Tampa, FL",DAL,"Dallas, TX"
TPA,"Tampa, FL",RDU,"Raleigh/Durham, NC"
TPA,"Tampa, FL",IAD,"Washington, DC"
TPA,"Tampa, FL",MDW,"Chicago, IL"
TPA,"Tampa, FL",MDT,"Harrisburg, PA"
TPA,"Tampa, FL",CVG,"Cincinnati, OH"
TPA,"Tampa, FL",MIA,"Miami, FL"
TPA,"Tampa, FL",ILN,"Wilmington, OH"
TPA,"Tampa, FL",RFD,"Rockford, IL"
TPA,"Tampa, FL",AFW,"Dallas/Fort Worth, TX"
TPA,"Tampa, FL",SJU,"San Juan, PR"
TPA,"Tampa, FL",CAE,"Columbia, SC"
TPA,"Tampa, FL",EYW,"Key West, FL"
TPA,"Tampa, FL",GSP,"Greer, SC"
TPA,"Tampa, FL",TLH,"Tallahassee, FL"
TPA,"Tampa, FL",FLL,"Fort Lauderdale, FL"
TPA,"Tampa, FL",PNS,"Pensacola, FL"
TPA,"Tampa, FL",CHS,"Charleston, SC"
TPA,"Tampa, FL",SAV,"Savannah, GA"
TPA,"Tampa, FL",HVN,"New Haven, CT"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",CVG,"Cincinnati, OH"
TPA,"Tampa, FL",SEA,"Seattle, WA"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",JFK,"New York, NY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",SEA,"Seattle, WA"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",CHA,"Chattanooga, TN"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",CVG,"Cincinnati, OH"
TPA,"Tampa, FL",SLC,"Salt Lake City, UT"
TPA,"Tampa, FL",MSP,"Minneapolis, MN"
TPA,"Tampa, FL",SEA,"Seattle, WA"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",LAX,"Los Angeles, CA"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",RDU,"Raleigh/Durham, NC"
TPA,"Tampa, FL",RIC,"Richmond, VA"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",MSP,"Minneapolis, MN"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",SLC,"Salt Lake City, UT"
TPA,"Tampa, FL",MSP,"Minneapolis, MN"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",BOS,"Boston, MA"
TPA,"Tampa, FL",DTW,"Detroit, MI"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",EWR,"Newark, NJ"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",BUF,"Buffalo, NY"
TPA,"Tampa, FL",MIA,"Miami, FL"
TPA,"Tampa, FL",EWR,"Newark, NJ"
TPA,"Tampa, FL",LAS,"Las Vegas, NV"
TPA,"Tampa, FL",MSY,"New Orleans, LA"
TPA,"Tampa, FL",LAX,"Los Angeles, CA"
TPA,"Tampa, FL",FLL,"Fort Lauderdale, FL"
TPA,"Tampa, FL",CLT,"Charlotte, NC"
TPA,"Tampa, FL",DFW,"Dallas/Fort Worth, TX"
TPA,"Tampa, FL",LGA,"New York, NY"
TPA,"Tampa, FL",ATL,"Atlanta, GA"
TPA,"Tampa, FL",SWF,"Newburgh/Poughkeepsie, NY"
TPA,"Tampa, FL",ROC,"Rochester, NY"
TPA,"Tampa, FL",GRR,"Grand Rapids, MI"
TPA,"Tampa, FL",PWM,"Portland, ME"
TPA,"Tampa, FL",ALB,"Albany, NY"
TPA,"Tampa, FL",PHL,"Philadelphia, PA"
TPA,"Tampa, FL",CLE,"Cleveland, OH"
TPA,"Tampa, FL",CVG,"Cincinnati, OH"
TPA,"Tampa, FL",BUF,"Buffalo, NY"
TPA,"Tampa, FL",CMH,"Columbus, OH"
TPA,"Tampa, FL",EWR,"Newark, NJ"
TPA,"Tampa, FL",DEN,"Denver, CO"
TPA,"Tampa, FL",LAS,"Las Vegas, NV"
TPA,"Tampa, FL",SYR,"Syracuse, NY"
TPA,"Tampa, FL",GRB,"Green Bay, WI"
TPA,"Tampa, FL",MKE,"Milwaukee, WI"
TPA,"Tampa, FL",TTN,"Trenton, NJ"
TPA,"Tampa, FL",ISP,"Islip, NY"
TPA,"Tampa, FL",RDU,"Raleigh/Durham, NC"
TPA,"Tampa, FL",PHL,"Philadelphia, PA"
